Sample_ID,Variety,Soil_pH,N (Nitrogen),P (Phosphorus),K (Potassium),Organic_Matter (kg compost),Temperature (°C),Rainfall (mm),Elevation (m),Soil_Type,Beneficial_Microbes (CFU/g),Harmful_Microbes (CFU/g),Microbial_Activity,Soil_Organic_Carbon,Microbial_Biomass_C (g/kg),Soil_Enzyme_Activity,Disease (Yes/No),Disease_Name,Nutrient_Deficiency,Weather_Condition,Crop_Yield (kg/palm)
3607,Sumangala,5.5,115,54,141,12.1,27,1855,680,Laterite,1.8 x 10^7,0,High,2.0%,322,High,No,None,None,Dry,4.56
3608,SK Local,6.2,119,47,121,10.0,21,1935,618,Alluvial,1.1 x 10^7,0.7 x 10^5,Moderate,1.6%,265,Low,No,None,Nitrogen,Humid,1.6
3609,Mangala,5.9,116,55,152,14.6,24,1644,691,Laterite,1.6 x 10^7,0,High,1.8%,306,High,No,None,None,Rainy,4.25
3610,Sumangala,6.0,86,43,120,13.6,23,1635,668,Red loam,1.1 x 10^7,2.7 x 10^5,Low,1.5%,325,Moderate,Yes,Koleroga (Mahali),Nitrogen,Rainy,1.2
3611,Sumangala,5.6,126,46,127,14.5,20,2111,943,Laterite,1.1 x 10^7,2.6 x 10^5,High,1.9%,295,Moderate,Yes,Spindle Bug,Potassium,Rainy,2.35
3612,Shreemangala,5.9,114,51,155,14.6,25,1572,824,Red loam,1.6 x 10^7,0,High,1.8%,336,High,No,None,None,Rainy,4.55
3613,SK Local,5.6,120,60,140,15.0,28,1830,640,Red loam,2.0 x 10^7,0,High,1.9%,301,High,No,None,None,Rainy,4.14
3614,SK Local,6.1,120,60,151,14.0,25,1870,666,Red loam,1.6 x 10^7,0,High,2.0%,305,High,No,None,None,Humid,3.57
3615,SK Local,6.1,110,52,158,12.3,24,1737,502,Alluvial,1.9 x 10^7,0,High,1.9%,324,High,No,None,None,Humid,3.45
3616,Shreemangala,6.3,110,60,141,14.1,24,1591,589,Laterite,1.7 x 10^7,0,High,2.0%,348,High,No,None,None,Rainy,4.56
3617,Mangala,5.8,106,60,121,13.2,28,1379,609,Laterite,1.2 x 10^7,2.0 x 10^5,High,1.9%,330,Low,No,None,Potassium,Rainy,2.21
3618,SK Local,5.0,104,42,151,13.8,28,1427,650,Alluvial,1.0 x 10^7,1.9 x 10^5,Moderate,1.6%,304,High,No,None,Phosphorus,Rainy,1.49
3619,Shreemangala,6.1,106,57,143,14.7,27,1512,915,Laterite,1.8 x 10^7,0,High,1.9%,323,High,No,None,None,Humid,5.03
3620,Shreemangala,6.9,126,53,155,13.5,27,1966,807,Red loam,1.4 x 10^7,1.8 x 10^5,High,1.9%,322,Low,Yes,Spindle Bug,Nitrogen,Dry,2.0
3621,SK Local,6.4,94,41,125,11.4,29,1428,630,Laterite,1.2 x 10^7,2.9 x 10^5,Low,1.8%,264,High,Yes,Spindle Bug,None,Dry,1.19
3622,Mangala,6.0,120,50,153,13.6,28,1599,921,Red loam,1.6 x 10^7,0,High,1.8%,333,High,No,None,None,Dry,4.25
3623,SK Local,6.2,111,51,141,14.0,27,1949,646,Laterite,1.8 x 10^7,0,High,1.9%,345,High,No,None,None,Humid,2.98
3624,Shreemangala,6.0,115,51,147,12.1,24,1864,623,Laterite,1.8 x 10^7,0,High,1.9%,302,High,No,None,None,Rainy,5.17
3625,Shreemangala,6.5,84,57,153,12.8,22,1990,887,Alluvial,1.4 x 10^7,2.3 x 10^5,Moderate,1.6%,300,Low,No,None,Potassium,Rainy,2.42
3626,Mangala,6.8,93,52,133,10.3,22,1376,594,Alluvial,1.4 x 10^7,0.2 x 10^5,Moderate,1.3%,259,Low,Yes,Spindle Bug,Nitrogen,Dry,1.38
3627,Shreemangala,5.7,103,60,152,12.8,26,1942,995,Alluvial,1.8 x 10^7,0,High,2.0%,315,High,No,None,None,Humid,5.12
3628,SK Local,6.3,111,60,141,13.2,28,1953,686,Alluvial,1.8 x 10^7,0,High,1.9%,313,High,No,None,None,Rainy,3.63
3629,Shreemangala,5.5,116,59,160,12.6,25,1921,916,Red loam,1.7 x 10^7,0,High,1.9%,309,High,No,None,None,Rainy,5.43
3630,Mangala,5.6,116,57,147,13.7,24,1817,946,Alluvial,2.0 x 10^7,0,High,2.0%,307,High,No,None,None,Humid,5.15
3631,SK Local,5.4,104,58,151,12.3,29,2090,757,Laterite,1.3 x 10^7,0.8 x 10^5,High,1.7%,344,Moderate,No,None,None,Rainy,2.3
3632,SK Local,5.9,113,51,145,14.1,27,1530,819,Alluvial,1.6 x 10^7,0,High,1.8%,342,High,No,None,None,Dry,2.87
3633,Sumangala,6.1,109,59,158,12.1,27,1696,874,Laterite,1.7 x 10^7,0,High,1.8%,318,High,No,None,None,Rainy,5.14
3634,SK Local,6.3,106,51,159,13.5,26,1670,841,Red loam,1.5 x 10^7,0,High,2.0%,309,High,No,None,None,Humid,3.16
3635,Shreemangala,5.3,114,58,125,14.6,30,2445,972,Alluvial,1.3 x 10^7,1.0 x 10^5,Moderate,1.4%,260,High,No,None,None,Rainy,3.83
3636,Shreemangala,5.9,118,57,152,13.9,25,1887,602,Red loam,2.0 x 10^7,0,High,1.9%,320,High,No,None,None,Humid,5.74
3637,SK Local,5.3,92,42,131,13.6,29,1532,792,Laterite,1.5 x 10^7,2.1 x 10^5,High,1.7%,296,High,No,None,Phosphorus,Humid,1.51
3638,Shreemangala,6.3,100,53,140,13.7,28,1799,688,Red loam,1.9 x 10^7,0,High,1.9%,335,High,No,None,None,Humid,4.69
3639,Shreemangala,6.8,107,53,147,13.8,22,1309,791,Alluvial,1.1 x 10^7,2.9 x 10^5,High,1.4%,316,Moderate,Yes,Koleroga (Mahali),None,Dry,1.58
3640,Shreemangala,6.3,103,59,147,13.7,25,1730,504,Alluvial,1.8 x 10^7,0,High,1.9%,312,High,No,None,None,Dry,4.99
3641,Sumangala,5.9,95,51,149,11.4,21,1459,566,Laterite,1.0 x 10^7,0.1 x 10^5,Moderate,1.5%,283,High,Yes,Koleroga (Mahali),Phosphorus,Dry,1.64
3642,Mangala,6.1,105,56,151,12.7,28,1858,775,Alluvial,1.7 x 10^7,0,High,1.8%,322,High,No,None,None,Humid,4.31
3643,Sumangala,5.7,120,55,143,12.3,24,1987,870,Laterite,1.7 x 10^7,0,High,1.9%,321,High,No,None,None,Dry,4.8
3644,SK Local,6.3,110,52,140,14.6,24,1802,744,Laterite,1.9 x 10^7,0,High,1.8%,347,High,No,None,None,Dry,3.77
3645,Shreemangala,5.7,107,55,140,12.9,28,1907,621,Alluvial,2.0 x 10^7,0,High,2.0%,315,High,No,None,None,Humid,4.57
3646,Sumangala,6.8,106,54,156,13.6,29,1693,934,Laterite,1.1 x 10^7,0.3 x 10^5,Moderate,1.4%,291,High,No,None,None,Rainy,3.68
3647,Shreemangala,6.1,104,54,157,13.2,25,1878,511,Alluvial,1.9 x 10^7,0,High,1.8%,305,High,No,None,None,Rainy,5.02
3648,Mangala,6.3,102,55,147,13.4,26,1867,942,Alluvial,1.6 x 10^7,0,High,1.8%,319,High,No,None,None,Rainy,4.53
3649,Sumangala,5.5,100,58,158,12.6,25,1519,880,Red loam,1.8 x 10^7,0,High,1.9%,348,High,No,None,None,Dry,4.74
3650,Shreemangala,6.8,87,57,125,13.6,29,1354,856,Laterite,1.2 x 10^7,0.1 x 10^5,Low,1.5%,265,Low,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.18
3651,Mangala,6.5,125,53,158,13.3,30,2403,962,Alluvial,1.5 x 10^7,2.9 x 10^5,High,1.3%,325,High,No,None,None,Humid,4.1
3652,Mangala,6.6,84,60,122,11.2,20,1769,980,Laterite,1.4 x 10^7,0.3 x 10^5,Low,1.3%,293,Low,No,None,None,Rainy,2.74
3653,Sumangala,5.9,114,55,145,13.4,25,1563,682,Alluvial,1.8 x 10^7,0,High,1.9%,307,High,No,None,None,Humid,4.78
3654,Sumangala,5.7,119,54,148,14.0,25,1841,631,Laterite,1.8 x 10^7,0,High,2.0%,305,High,No,None,None,Dry,5.29
3655,Mangala,6.7,90,60,121,10.9,23,2354,613,Red loam,1.4 x 10^7,2.2 x 10^5,High,1.5%,295,Moderate,No,None,Nitrogen,Humid,2.11
3656,Sumangala,6.1,101,57,156,13.9,26,1612,644,Red loam,1.9 x 10^7,0,High,1.9%,311,High,No,None,None,Dry,4.79
3657,SK Local,6.5,101,55,131,10.9,22,2188,962,Red loam,1.3 x 10^7,2.4 x 10^5,Low,1.4%,285,High,Yes,Koleroga (Mahali),Potassium,Humid,1.17
3658,Mangala,6.8,111,51,132,14.7,26,1776,752,Alluvial,1.4 x 10^7,1.5 x 10^5,Low,1.9%,309,Moderate,No,None,Potassium,Rainy,1.97
3659,Mangala,6.1,106,49,159,10.0,20,2105,833,Red loam,1.4 x 10^7,3.0 x 10^5,Moderate,1.6%,313,High,No,None,None,Humid,3.02
3660,Shreemangala,6.4,93,50,129,14.1,28,1768,589,Laterite,1.0 x 10^7,2.2 x 10^5,Low,1.8%,315,High,No,None,Potassium,Dry,2.58
3661,Shreemangala,6.6,81,54,149,10.9,30,2380,994,Red loam,1.4 x 10^7,1.8 x 10^5,High,1.8%,338,Moderate,No,None,Phosphorus,Rainy,2.37
3662,Mangala,6.4,103,60,152,14.2,24,1550,872,Red loam,2.0 x 10^7,0,High,1.9%,325,High,No,None,None,Dry,5.12
3663,Mangala,5.6,111,51,148,10.5,26,1552,554,Laterite,1.4 x 10^7,0.5 x 10^5,Low,1.7%,283,Low,Yes,Koleroga (Mahali),Potassium,Dry,1.43
3664,Mangala,6.2,103,52,153,14.9,24,1944,842,Red loam,1.8 x 10^7,0,High,1.8%,307,High,No,None,None,Humid,4.62
3665,SK Local,5.5,104,46,147,11.0,21,2040,534,Alluvial,1.0 x 10^7,2.6 x 10^5,High,1.7%,331,High,Yes,Spindle Bug,Nitrogen,Humid,1.47
3666,SK Local,5.6,116,60,147,14.9,25,1956,856,Laterite,1.6 x 10^7,0,High,1.8%,305,High,No,None,None,Rainy,3.88
3667,Mangala,5.8,113,54,144,13.6,24,1959,972,Alluvial,1.9 x 10^7,0,High,2.0%,315,High,No,None,None,Rainy,3.89
3668,SK Local,5.7,86,40,156,15.0,21,2348,526,Alluvial,1.5 x 10^7,1.0 x 10^5,Moderate,1.9%,314,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,1.11
3669,Sumangala,5.9,110,57,147,12.8,25,1521,611,Alluvial,1.9 x 10^7,0,High,1.8%,300,High,No,None,None,Humid,4.91
3670,Mangala,5.2,124,49,153,12.6,23,1531,869,Red loam,1.1 x 10^7,2.8 x 10^5,Low,1.8%,346,High,Yes,Koleroga (Mahali),Phosphorus,Humid,1.35
3671,Shreemangala,6.3,97,55,150,14.8,26,1799,907,Red loam,1.3 x 10^7,2.2 x 10^5,Moderate,1.5%,287,Moderate,Yes,Koleroga (Mahali),None,Dry,1.8
3672,Mangala,6.5,118,57,156,13.6,25,1988,861,Red loam,1.6 x 10^7,0,High,1.9%,301,High,No,None,None,Rainy,4.4
3673,Sumangala,5.6,113,51,147,12.5,27,1884,695,Red loam,1.9 x 10^7,0,High,1.8%,308,High,No,None,None,Rainy,5.14
3674,SK Local,6.3,101,56,151,10.9,20,1517,914,Laterite,1.0 x 10^7,0.9 x 10^5,Moderate,1.7%,305,Moderate,Yes,Spindle Bug,Nitrogen,Dry,1.92
3675,Mangala,6.2,111,57,148,12.5,27,1753,571,Red loam,1.8 x 10^7,0,High,1.9%,308,High,No,None,None,Dry,4.94
3676,SK Local,5.2,128,49,139,12.9,22,1979,566,Alluvial,1.1 x 10^7,1.1 x 10^5,Moderate,1.6%,280,High,No,None,None,Rainy,2.16
3677,Sumangala,6.1,101,54,159,12.1,28,1723,741,Red loam,1.5 x 10^7,0,High,2.0%,327,High,No,None,None,Humid,4.08
3678,Sumangala,5.3,86,50,120,10.1,25,2017,607,Alluvial,1.4 x 10^7,2.6 x 10^5,Low,1.3%,279,Low,No,None,Nitrogen,Rainy,1.86
3679,Mangala,6.0,109,57,160,12.0,25,1957,567,Laterite,1.9 x 10^7,0,High,1.9%,326,High,No,None,None,Dry,4.66
3680,Mangala,6.6,114,50,147,14.1,30,2322,510,Alluvial,1.2 x 10^7,1.9 x 10^5,Moderate,1.8%,338,Low,No,None,Phosphorus,Rainy,1.85
3681,SK Local,6.3,103,51,148,13.9,27,1916,665,Alluvial,1.7 x 10^7,0,High,1.8%,323,High,No,None,None,Dry,3.52
3682,Sumangala,6.9,116,54,154,10.2,29,1829,907,Laterite,1.3 x 10^7,0.8 x 10^5,Moderate,1.6%,265,High,No,None,Phosphorus,Dry,2.74
3683,SK Local,6.3,80,55,121,11.2,26,2265,836,Alluvial,1.4 x 10^7,1.3 x 10^5,Low,1.7%,326,Moderate,Yes,Koleroga (Mahali),Phosphorus,Rainy,0.89
3684,SK Local,7.0,125,41,124,11.2,23,2301,853,Laterite,1.2 x 10^7,0.7 x 10^5,Low,1.8%,260,High,Yes,Koleroga (Mahali),Phosphorus,Humid,0.97
3685,Sumangala,6.6,122,59,126,10.3,28,2201,813,Alluvial,1.1 x 10^7,0.9 x 10^5,High,1.8%,338,Moderate,Yes,Spindle Bug,Phosphorus,Humid,1.88
3686,Mangala,5.8,116,57,147,12.7,24,1721,861,Red loam,2.0 x 10^7,0,High,1.9%,300,High,No,None,None,Rainy,4.37
3687,Sumangala,5.1,98,44,131,12.3,30,2487,567,Red loam,1.3 x 10^7,2.0 x 10^5,High,1.8%,345,Low,No,None,Potassium,Humid,2.08
3688,SK Local,5.7,103,54,144,12.4,26,1546,964,Alluvial,2.0 x 10^7,0,High,2.0%,337,High,No,None,None,Dry,3.2
3689,Sumangala,6.1,100,59,153,14.9,28,1937,747,Red loam,1.9 x 10^7,0,High,1.8%,318,High,No,None,None,Dry,4.87
3690,Shreemangala,5.2,123,40,122,10.9,26,2499,569,Alluvial,1.3 x 10^7,0.6 x 10^5,High,1.9%,258,Low,No,None,Potassium,Humid,2.54
3691,SK Local,6.2,105,46,143,10.1,30,1597,788,Red loam,1.2 x 10^7,1.9 x 10^5,Low,1.4%,334,Moderate,Yes,Koleroga (Mahali),Nitrogen,Dry,1.07
3692,Shreemangala,6.5,114,57,141,13.2,26,1978,611,Alluvial,1.6 x 10^7,0,High,2.0%,313,High,No,None,None,Rainy,4.79
3693,SK Local,6.3,113,54,146,14.1,26,1999,915,Red loam,1.7 x 10^7,0,High,2.0%,310,High,No,None,None,Humid,3.89
3694,Sumangala,6.9,105,43,140,10.7,25,1548,1000,Laterite,1.1 x 10^7,1.4 x 10^5,Moderate,1.9%,317,Moderate,No,None,Nitrogen,Humid,1.94
3695,Sumangala,6.2,101,51,153,12.9,25,1871,802,Alluvial,1.6 x 10^7,0,High,2.0%,337,High,No,None,None,Dry,4.98
3696,SK Local,5.4,125,48,152,11.9,26,1959,940,Red loam,1.3 x 10^7,0.5 x 10^5,Moderate,1.8%,282,High,Yes,Koleroga (Mahali),Phosphorus,Humid,1.27
3697,Shreemangala,6.1,130,56,125,14.6,28,2278,837,Red loam,1.1 x 10^7,1.2 x 10^5,High,1.8%,307,Moderate,Yes,Spindle Bug,None,Humid,2.57
3698,Mangala,6.1,102,53,144,13.0,26,1636,714,Laterite,1.7 x 10^7,0,High,1.9%,345,High,No,None,None,Rainy,4.26
3699,Shreemangala,6.1,100,50,151,14.1,27,1977,736,Laterite,1.7 x 10^7,0,High,1.9%,315,High,No,None,None,Humid,4.27
3700,SK Local,6.3,111,59,146,13.0,27,1507,995,Laterite,1.7 x 10^7,0,High,1.9%,305,High,No,None,None,Humid,3.7
3701,SK Local,5.6,84,41,154,14.8,28,1880,819,Alluvial,1.2 x 10^7,0.2 x 10^5,Moderate,1.9%,329,High,No,None,Phosphorus,Dry,2.33
3702,Sumangala,5.9,128,47,139,11.5,27,2355,852,Alluvial,1.5 x 10^7,1.2 x 10^5,Low,1.9%,270,Moderate,Yes,Koleroga (Mahali),None,Dry,1.99
3703,SK Local,5.5,104,58,142,12.0,27,1500,601,Alluvial,1.8 x 10^7,0,High,1.9%,325,High,No,None,None,Dry,3.16
3704,Shreemangala,6.3,106,55,159,14.3,27,1602,787,Laterite,1.8 x 10^7,0,High,2.0%,336,High,No,None,None,Humid,5.7
3705,Shreemangala,6.4,112,57,146,13.1,27,1646,806,Laterite,1.8 x 10^7,0,High,1.8%,340,High,No,None,None,Dry,5.62
3706,SK Local,5.6,98,53,147,11.2,27,1974,857,Red loam,1.0 x 10^7,0.8 x 10^5,Moderate,1.6%,340,Moderate,No,None,Nitrogen,Dry,1.9
3707,SK Local,5.7,111,54,145,12.0,27,1616,728,Red loam,1.6 x 10^7,0,High,1.8%,340,High,No,None,None,Rainy,3.47
3708,Shreemangala,5.6,111,52,158,14.1,24,1492,676,Laterite,1.2 x 10^7,2.5 x 10^5,Moderate,1.2%,283,Moderate,No,None,Potassium,Humid,2.49
3709,Mangala,6.1,88,60,148,13.0,20,1450,588,Red loam,1.2 x 10^7,1.8 x 10^5,High,1.8%,343,High,Yes,Koleroga (Mahali),Phosphorus,Dry,1.55
3710,Mangala,6.2,108,52,141,12.3,27,1751,654,Red loam,1.8 x 10^7,0,High,1.8%,341,High,No,None,None,Dry,3.99
3711,SK Local,6.3,82,46,121,11.9,20,1932,663,Red loam,1.2 x 10^7,2.2 x 10^5,High,1.6%,325,Moderate,No,None,Phosphorus,Dry,1.66
3712,Shreemangala,7.0,115,50,146,14.1,30,1701,887,Alluvial,1.5 x 10^7,0.3 x 10^5,High,1.6%,348,Low,No,None,Potassium,Dry,2.56
3713,SK Local,5.3,92,47,158,12.4,23,1360,765,Red loam,1.5 x 10^7,2.8 x 10^5,Moderate,1.6%,257,High,No,None,Potassium,Humid,1.29
3714,Sumangala,6.1,111,53,149,14.8,25,1776,567,Laterite,1.9 x 10^7,0,High,1.9%,311,High,No,None,None,Dry,4.84
3715,Mangala,6.2,130,42,135,13.2,24,2493,631,Laterite,1.1 x 10^7,0.9 x 10^5,Moderate,1.7%,340,Low,Yes,Spindle Bug,Potassium,Dry,2.16
3716,SK Local,7.0,119,55,127,10.5,22,1859,676,Laterite,1.3 x 10^7,2.2 x 10^5,High,1.5%,314,Moderate,Yes,Koleroga (Mahali),None,Dry,1.18
3717,Shreemangala,6.2,105,60,147,12.1,24,1964,762,Red loam,2.0 x 10^7,0,High,1.9%,335,High,No,None,None,Humid,4.32
3718,Mangala,5.8,101,59,144,12.9,28,1606,692,Alluvial,1.7 x 10^7,0,High,2.0%,341,High,No,None,None,Rainy,3.96
3719,SK Local,5.1,117,50,124,12.3,30,1941,566,Laterite,1.3 x 10^7,1.8 x 10^5,Low,1.5%,254,Low,Yes,Koleroga (Mahali),Phosphorus,Humid,0.94
3720,SK Local,5.7,111,50,149,14.5,26,1841,892,Laterite,1.7 x 10^7,0,High,2.0%,332,High,No,None,None,Humid,3.25
3721,Shreemangala,6.9,103,49,124,14.3,26,2391,891,Alluvial,1.4 x 10^7,0.0 x 10^5,High,1.6%,253,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,1.47
3722,SK Local,6.2,108,50,143,12.1,24,1673,744,Laterite,1.9 x 10^7,0,High,1.8%,340,High,No,None,None,Dry,3.65
3723,Mangala,6.5,115,59,159,14.1,24,1689,992,Alluvial,1.9 x 10^7,0,High,1.8%,317,High,No,None,None,Rainy,4.37
3724,Mangala,6.3,87,41,121,13.5,27,2349,807,Red loam,1.3 x 10^7,0.5 x 10^5,Moderate,1.8%,283,Low,No,None,Phosphorus,Rainy,2.31
3725,Sumangala,6.0,117,60,146,13.7,24,1687,854,Alluvial,1.5 x 10^7,0,High,2.0%,323,High,No,None,None,Dry,4.18
3726,SK Local,6.0,105,48,139,12.5,22,1310,510,Red loam,1.3 x 10^7,2.9 x 10^5,Low,1.3%,281,Low,Yes,Koleroga (Mahali),Phosphorus,Dry,0.98
3727,Mangala,6.0,114,60,148,14.9,25,1868,746,Laterite,1.8 x 10^7,0,High,1.9%,318,High,No,None,None,Rainy,4.93
3728,Shreemangala,6.9,102,53,126,11.2,25,2470,629,Alluvial,1.3 x 10^7,2.3 x 10^5,Low,1.2%,327,High,Yes,Spindle Bug,Potassium,Rainy,1.83
3729,Shreemangala,5.4,98,47,159,11.5,26,2162,937,Alluvial,1.3 x 10^7,0.3 x 10^5,Low,1.5%,338,Low,No,None,Nitrogen,Dry,2.85
3730,Mangala,5.5,105,52,142,14.3,25,1614,857,Laterite,1.8 x 10^7,0,High,2.0%,338,High,No,None,None,Dry,4.49
3731,Sumangala,5.9,111,58,160,14.5,27,1539,697,Alluvial,1.8 x 10^7,0,High,1.9%,336,High,No,None,None,Dry,4.83
3732,SK Local,6.5,104,55,147,12.7,27,1815,658,Alluvial,1.9 x 10^7,0,High,1.9%,344,High,No,None,None,Dry,3.22
3733,Mangala,5.8,119,52,138,13.4,23,1564,775,Red loam,1.5 x 10^7,0.6 x 10^5,High,1.9%,271,Moderate,No,None,Potassium,Humid,3.03
3734,Mangala,6.0,106,57,150,14.3,26,1915,986,Alluvial,2.0 x 10^7,0,High,2.0%,350,High,No,None,None,Rainy,4.4
3735,SK Local,6.0,102,58,152,14.4,27,1500,850,Red loam,1.7 x 10^7,0,High,1.9%,336,High,No,None,None,Rainy,3.81
3736,Sumangala,5.8,92,52,129,13.7,24,1528,718,Laterite,1.3 x 10^7,1.9 x 10^5,High,1.3%,286,Moderate,Yes,Koleroga (Mahali),None,Dry,2.02
3737,Shreemangala,6.2,95,49,123,14.9,20,1618,761,Red loam,1.4 x 10^7,0.7 x 10^5,Low,1.9%,321,High,No,None,Phosphorus,Dry,3.04
3738,Sumangala,6.4,115,51,143,12.6,24,1977,504,Alluvial,1.6 x 10^7,0,High,1.9%,339,High,No,None,None,Rainy,5.12
3739,Sumangala,6.0,113,55,159,14.9,27,1526,632,Laterite,1.8 x 10^7,0,High,2.0%,320,High,No,None,None,Humid,5.54
3740,Shreemangala,6.6,98,50,135,14.6,29,2019,670,Red loam,1.3 x 10^7,2.4 x 10^5,High,1.4%,261,Low,No,None,Potassium,Rainy,2.03
3741,SK Local,6.7,81,40,122,13.7,28,2076,846,Alluvial,1.3 x 10^7,0.6 x 10^5,Moderate,1.3%,329,Low,No,None,Phosphorus,Dry,1.58
3742,Mangala,6.2,118,56,152,14.6,27,1729,944,Alluvial,1.7 x 10^7,0,High,1.9%,347,High,No,None,None,Humid,4.6
3743,Shreemangala,6.8,105,60,140,14.0,23,1380,751,Alluvial,1.0 x 10^7,0.7 x 10^5,Moderate,1.9%,277,High,No,None,Nitrogen,Rainy,2.22
3744,SK Local,5.8,120,52,152,12.1,25,1757,799,Alluvial,1.8 x 10^7,0,High,1.9%,304,High,No,None,None,Humid,3.56
3745,Shreemangala,5.7,102,60,122,13.3,20,1918,641,Red loam,1.4 x 10^7,0.9 x 10^5,High,1.3%,284,Low,No,None,Potassium,Rainy,3.15
3746,Mangala,6.0,107,53,153,14.9,28,1656,866,Alluvial,1.8 x 10^7,0,High,1.9%,307,High,No,None,None,Dry,5.18
3747,Mangala,5.6,115,51,157,12.7,28,1951,641,Red loam,2.0 x 10^7,0,High,2.0%,306,High,No,None,None,Dry,5.02
3748,Mangala,5.8,101,54,151,14.2,29,1641,884,Laterite,1.0 x 10^7,2.4 x 10^5,Low,1.5%,262,Low,Yes,Koleroga (Mahali),Nitrogen,Dry,1.41
3749,Mangala,5.8,91,56,155,12.2,27,1995,581,Alluvial,1.3 x 10^7,0.9 x 10^5,Moderate,1.5%,330,High,Yes,Koleroga (Mahali),Phosphorus,Humid,1.52
3750,SK Local,5.9,108,50,159,14.7,28,1619,730,Alluvial,1.8 x 10^7,0,High,1.9%,315,High,No,None,None,Rainy,3.17
3751,Shreemangala,5.2,125,50,135,14.6,28,1521,968,Alluvial,1.5 x 10^7,2.9 x 10^5,High,1.5%,349,Moderate,Yes,Spindle Bug,Phosphorus,Humid,2.19
3752,Sumangala,5.0,121,54,126,10.4,26,1482,843,Red loam,1.4 x 10^7,2.9 x 10^5,High,1.5%,307,Low,Yes,Spindle Bug,Phosphorus,Rainy,1.68
3753,SK Local,6.0,90,52,158,14.6,21,2187,754,Red loam,1.4 x 10^7,0.7 x 10^5,Moderate,2.0%,272,High,Yes,Koleroga (Mahali),Nitrogen,Dry,1.41
3754,Mangala,5.9,107,53,159,13.2,25,1530,556,Alluvial,1.6 x 10^7,0,High,2.0%,314,High,No,None,None,Dry,4.4
3755,Sumangala,6.4,118,45,121,11.6,20,1664,911,Laterite,1.3 x 10^7,1.0 x 10^5,High,1.6%,255,Low,Yes,Spindle Bug,None,Humid,3.11
3756,Shreemangala,5.9,119,53,158,12.8,25,1754,961,Red loam,1.7 x 10^7,0,High,2.0%,310,High,No,None,None,Dry,4.51
3757,SK Local,6.0,94,59,138,14.7,22,2441,667,Red loam,1.1 x 10^7,0.5 x 10^5,High,1.6%,328,Low,Yes,Spindle Bug,None,Dry,2.7
3758,Mangala,6.5,102,60,158,12.1,27,1636,690,Alluvial,1.6 x 10^7,0,High,1.9%,328,High,No,None,None,Humid,4.93
3759,Mangala,6.2,100,52,140,13.1,24,1594,938,Laterite,1.8 x 10^7,0,High,2.0%,324,High,No,None,None,Dry,4.31
3760,Sumangala,5.6,101,57,155,14.3,24,1999,616,Laterite,1.8 x 10^7,0,High,1.8%,317,High,No,None,None,Humid,4.46
3761,SK Local,6.2,107,55,160,13.7,27,1892,961,Red loam,1.9 x 10^7,0,High,1.8%,349,High,No,None,None,Rainy,3.76
3762,Shreemangala,5.1,127,43,153,14.7,20,2437,753,Laterite,1.2 x 10^7,1.8 x 10^5,High,1.4%,306,Low,Yes,Koleroga (Mahali),Phosphorus,Humid,1.48
3763,Shreemangala,5.6,106,58,144,12.4,24,1751,846,Alluvial,1.9 x 10^7,0,High,2.0%,342,High,No,None,None,Rainy,5.51
3764,Shreemangala,5.8,120,51,150,14.3,28,1815,810,Red loam,1.6 x 10^7,0,High,1.8%,345,High,No,None,None,Dry,5.27
3765,SK Local,5.6,115,53,152,14.1,27,1684,766,Laterite,1.7 x 10^7,0,High,1.9%,340,High,No,None,None,Humid,3.7
3766,SK Local,6.9,86,48,132,14.1,22,1761,770,Red loam,1.4 x 10^7,0.1 x 10^5,Low,1.9%,274,Low,No,None,Nitrogen,Rainy,1.51
3767,SK Local,6.2,115,54,143,12.4,28,1995,586,Laterite,2.0 x 10^7,0,High,2.0%,311,High,No,None,None,Dry,3.06
3768,Sumangala,6.5,100,57,146,13.0,28,1568,576,Laterite,1.9 x 10^7,0,High,1.8%,309,High,No,None,None,Rainy,4.42
3769,Shreemangala,6.0,103,51,151,13.6,28,1758,888,Laterite,1.6 x 10^7,0,High,1.9%,345,High,No,None,None,Humid,5.63
3770,Sumangala,5.6,101,55,143,13.4,28,1768,696,Alluvial,1.5 x 10^7,0,High,1.8%,320,High,No,None,None,Rainy,4.63
3771,Sumangala,5.0,117,45,123,10.9,25,2386,993,Red loam,1.1 x 10^7,2.8 x 10^5,Moderate,1.4%,317,Moderate,Yes,Spindle Bug,Nitrogen,Dry,1.51
3772,SK Local,6.0,97,58,141,14.5,29,1807,505,Red loam,1.3 x 10^7,1.3 x 10^5,Low,1.6%,321,Low,Yes,Spindle Bug,Phosphorus,Humid,1.51
3773,Sumangala,6.7,107,53,132,10.3,20,1367,982,Red loam,1.3 x 10^7,0.6 x 10^5,Low,1.4%,289,High,No,None,Phosphorus,Dry,2.3
3774,Mangala,5.4,87,47,132,10.3,29,1428,762,Alluvial,1.5 x 10^7,2.2 x 10^5,Moderate,1.6%,267,High,Yes,Spindle Bug,Nitrogen,Dry,1.27
